px1,py1,pz1,E1,px2,py2,pz2,E2
10.4,9.28,-878,878,-10.4,-9.28,-18.1,22.9
-17,-30.3,-11.3,36.5,17,30.3,-95.7,102
-17,-39.2,147,153,17,39.2,101,110
-35.4,-13.2,262,265,35.4,13.2,1180,1180
16,43.4,213,218,-16,-43.4,163,169
-25.5,-12.8,73,78.3,25.5,12.8,-25.3,38.1
38.8,18.2,-38.9,57.8,-38.8,-18.2,-3.56,43
-28.3,-13.2,176,179,28.3,13.2,25,40.1
-19.2,-36,193,198,19.2,36,140,146
4.04,34.4,52.6,63,-4.04,-34.4,262,264
37.1,24.3,75.4,87.4,-37.1,-24.3,47,64.6
-47.1,-17,-90.2,103,47.1,17,-170,177
-16.9,-25.8,-87,92.3,16.9,25.8,3.3,31
0.663,-11.6,396,397,-0.663,11.6,1.48,11.7
-30.9,16.7,-2000,2000,30.9,-16.7,-422,424
26.5,-24.4,-78.9,86.7,-26.5,24.4,-330,332
44.7,-1.46,-161,167,-44.7,1.46,-225,229
-2.75,-41.2,7.94,42,2.75,41.2,58.9,71.9
17.7,33.4,-331,333,-17.7,-33.4,-87.3,95.2
26.3,32.8,-121,128,-26.3,-32.8,-44,60.9
-15.1,42.5,51.9,68.8,15.1,-42.5,79.8,91.6
0.62,22.7,50.9,55.7,-0.62,-22.7,-34.6,41.4
5.39,-3.16,-158,159,-5.39,3.16,11.3,12.9
-1.55,-26.8,136,139,1.55,26.8,1290,1290
-37.2,14,-3.77,39.9,37.2,-14,-61.4,73.1
23.9,0.207,-24.1,33.9,-23.9,-0.207,61,65.5
7.32,37.6,2750,2750,-7.32,-37.6,1020,1020
-36.3,16.6,-24.5,46.9,36.3,-16.6,41.1,57.3
22.2,-29.9,-1130,1130,-22.2,29.9,-303,305
-25.7,9.07,463,464,25.7,-9.07,46.5,53.9
-42.8,0.0939,314,316,42.8,-0.0939,153,159
-39,-23.3,6.96,46,39,23.3,-4.08,45.6
-31.1,14.3,78,85.2,31.1,-14.3,389,391
31.2,-20.2,-98,105,-31.2,20.2,-13.6,39.5
22.8,37.5,292,295,-22.8,-37.5,171,176
-14.1,-3.48,-78.7,80.1,14.1,3.48,22.7,27
9.72,15.2,-65.5,68,-9.72,-15.2,21.2,27.9
39.8,-18.3,2.67,43.9,-39.8,18.3,14.7,46.2
18.6,7.47,-8.17,21.6,-18.6,-7.47,-276,277
16.6,-42.2,128,135,-16.6,42.2,119,127
-45.1,-6.86,123,132,45.1,6.86,83.1,94.8
21.7,38.9,4.44,44.8,-21.7,-38.9,-15.6,47.2
11,-30.9,-37,49.5,-11,30.9,-226,229
-3.08,-1.81,-44.1,44.2,3.08,1.81,46.2,46.3
19,-28.7,1580,1580,-19,28.7,345,346
-37,-18.8,158,163,37,18.8,118,125
-18.2,40,1130,1140,18.2,-40,700,701
-27.7,-28.6,601,603,27.7,28.6,208,211
4.15,13.9,51.3,53.3,-4.15,-13.9,-31.9,35.1
13.5,-25.3,15.4,32.6,-13.5,25.3,180,183
34,29.4,309,312,-34,-29.4,399,401
39,-21.2,494,496,-39,21.2,272,275
6.63,-12.8,544,544,-6.63,12.8,17.2,22.4
39,-22.5,-302,306,-39,22.5,-344,347
21.8,-19.4,63.3,69.8,-21.8,19.4,532,532
42,-17.2,196,201,-42,17.2,137,144
-10,40.1,0.724,41.4,10,-40.1,42.2,59.1
-33.2,-5.7,30.5,45.4,33.2,5.7,200,203
7.47,-2.25,759,759,-7.47,2.25,2.95,8.34
-32.6,14.1,-60.1,69.8,32.6,-14.1,-267,269
-35.5,-31,-155,162,35.5,31,-156,163
9.36,-14.4,-478,478,-9.36,14.4,-12.7,21.3
27.8,1.56,-662,663,-27.8,-1.56,-73,78.1
-10.6,-13.2,2160,2160,10.6,13.2,106,107
-17,32.6,-10.6,38.3,17,-32.6,48.7,61.1
35.8,20.9,-996,997,-35.8,-20.9,-2450,2450
29.2,-21.4,-137,142,-29.2,21.4,-359,361
-34.5,27.4,1760,1760,34.5,-27.4,852,853
22.1,12.8,95.9,99.2,-22.1,-12.8,-8.66,27
0.93,21.1,59,62.6,-0.93,-21.1,-26,33.5
-26.4,31.4,-993,994,26.4,-31.4,-350,352
-39.9,17.9,-176,181,39.9,-17.9,-76.3,87.9
27.6,8.36,499,500,-27.6,-8.36,59.2,65.8
-6.64,-42.2,34.8,55,6.64,42.2,1.43,42.7
-40,-16.9,646,647,40,16.9,777,778
-0.228,29.8,-168,171,0.228,-29.8,-1150,1150
-18.2,-12,147,148,18.2,12,-3.76,22.1
-30.7,-22.9,-136,141,30.7,22.9,-29.9,48.6
3.03,4.3,3.08,6.09,-3.03,-4.3,1470,1470
14.9,14.5,-1070,1070,-14.9,-14.5,-43.2,48
-20.4,-29.9,-49.6,61.4,20.4,29.9,3.49,36.4
-35.5,28.9,-22.7,51.1,35.5,-28.9,-17.5,49
36.5,26.1,170,175,-36.5,-26.1,270,273
22.5,-3.83,-121,123,-22.5,3.83,-1700,1700
-20.8,-23.3,143,147,20.8,23.3,971,972
34.6,19.2,-92.6,101,-34.6,-19.2,-278,281
35.5,-15.8,45.1,59.5,-35.5,15.8,-5.11,39.2
26.7,-18.2,-191,193,-26.7,18.2,-24.1,40.3
5.46,-10.8,-129,130,-5.46,10.8,13.7,18.2
-33.1,26.8,305,308,33.1,-26.8,645,646
-38.9,-2.48,106,113,38.9,2.48,23.7,45.6
3.01,-9.98,1860,1860,-3.01,9.98,24.1,26.3
28.5,-4.74,40.4,49.7,-28.5,4.74,-30.8,42.3
21.8,-11.1,475,476,-21.8,11.1,36.3,43.8
22.9,9.62,919,920,-22.9,-9.62,67.4,71.8
-10.2,-17.6,-57.9,61.4,10.2,17.6,30,36.3
1.18,13.1,24.2,27.6,-1.18,-13.1,-74.6,75.8
-14.8,-34.1,-9.22,38.3,14.8,34.1,46.1,59.2
-17.2,40.2,-31.1,53.7,17.2,-40.2,-79.5,90.7
-2.87,44.9,-2.53,45.1,2.87,-44.9,11.6,46.5
14.8,-40.2,6.91,43.4,-14.8,40.2,-14.6,45.3
0.848,17.1,-771,771,-0.848,-17.1,-27.8,32.6
25.9,4.31,-1610,1610,-25.9,-4.31,-160,162
39.2,14.7,-421,423,-39.2,-14.7,-174,179
14,44.3,-692,694,-14,-44.3,-758,759
-7.67,40.1,-310,313,7.67,-40.1,-1380,1380
-24.3,-31.3,15.2,42.4,24.3,31.3,-28.1,48.6
4.51,41.2,167,172,-4.51,-41.2,410,412
24.9,-20.3,9.32,33.5,-24.9,20.3,125,129
-9.07,-40.7,1270,1270,9.07,40.7,609,610
-2.86,45.1,-275,279,2.86,-45.1,-334,337
-25,11.3,14.1,30.9,25,-11.3,212,213
33,-29,-233,237,-33,29,-132,139
-13.3,-0.907,63.4,64.8,13.3,0.907,2520,2520
24.9,-29.1,25.4,45.9,-24.9,29.1,106,113
4.78,7.87,2400,2400,-4.78,-7.87,23.4,25.2
-4.78,-38,1720,1720,4.78,38,395,397
3.39,-0.505,-389,389,-3.39,0.505,4.66,5.78
-29.7,-25.8,-20.4,44.3,29.7,25.8,44,59
1.14,-36.3,783,784,-1.14,36.3,3260,3260
14.5,-17.8,-74.5,77.9,-14.5,17.8,17.5,28.9
-36.5,17,-78.4,88.1,36.5,-17,-268,271
-20.9,-14.4,25.5,36,20.9,14.4,326,327
-38,13.9,-215,219,38,-13.9,-989,989
9.01,-13.7,-33.5,37.3,-9.01,13.7,45.8,48.6
-24.5,-28.6,-74.3,83.3,24.5,28.6,-6.63,38.2
42,11.3,310,313,-42,-11.3,195,200
-44.3,-2.54,-141,148,44.3,2.54,-186,191
-43.1,0.912,42.5,60.5,43.1,-0.912,14.2,45.4
-25.3,31.3,-922,923,25.3,-31.3,-2340,2340
-2.76,-44.3,-116,124,2.76,44.3,-87.7,98.2
21.1,-21.2,-6.78,30.7,-21.1,21.2,-129,132
-34.7,-30,123,131,34.7,30,111,120
-5.36,-41.7,-19.8,46.5,5.36,41.7,14.1,44.4
-22.7,-41.9,-35,59.1,22.7,41.9,-73.5,87.6
-37.3,21.2,-720,722,37.3,-21.2,-363,365
-20,29.3,-320,322,20,-29.3,-114,119
-26.9,-20.5,137,141,26.9,20.5,17.1,37.9
35.5,-9.9,264,267,-35.5,9.9,55.3,66.5
33,7.06,-35.6,49,-33,-7.06,-213,216
-15.1,-20,2630,2630,15.1,20,246,248
30.9,26.2,43.2,59.2,-30.9,-26.2,4.65,40.7
-43.6,15.2,43.6,63.5,43.6,-15.2,32.1,56.3
18.6,37,707,708,-18.6,-37,1770,1770
29.2,11.1,-83.8,89.4,-29.2,-11.1,-557,558
-8.58,28.5,-75.4,81.1,8.58,-28.5,-256,258
37.5,-3.63,0.394,37.7,-37.5,3.63,-57,68.3
45,0.347,750,751,-45,-0.347,530,532
3.84,-24.8,-33.8,42.1,-3.84,24.8,66.6,71.2
33.7,13.7,-18.5,40.8,-33.7,-13.7,37.9,52.6
-6.62,23.3,-1230,1230,6.62,-23.3,-100,103
-18.6,-35,-230,234,18.6,35,-733,734
-21.2,-19.1,297,298,21.2,19.1,31.6,42.6
-25.8,1.21,-468,468,25.8,-1.21,-42.6,49.8
-5.27,-33.3,12.4,35.9,5.27,33.3,-81,87.7
10.5,-44.4,183,188,-10.5,44.4,198,203
-15.8,-41.2,749,750,15.8,41.2,480,482
13,39.5,-277,280,-13,-39.5,-117,124
31.2,2.18,-30.5,43.7,-31.2,-2.18,-231,233
39.9,-3.27,-101,108,-39.9,3.27,-48.1,62.6
-21,-34.2,5.62,40.5,21,34.2,61.6,73.5
-33.1,21.2,107,114,33.1,-21.2,25.8,47
-10.9,-6.71,-47.6,49.3,10.9,6.71,37.9,40
-5.51,41.5,-18.6,45.9,5.51,-41.5,-68.6,80.4
-11.9,-20.8,-21.1,31.9,11.9,20.8,64,68.3
-25.8,2.28,51.7,57.9,25.8,-2.28,566,566
21.7,-42.3,-484,486,-21.7,42.3,-629,631
-5.76,41.2,76.3,86.9,5.76,-41.2,22.8,47.4
17,-13.2,1380,1380,-17,13.2,83.2,86
-30.3,9.67,785,785,30.3,-9.67,110,115
3.96,11,-0.0934,11.7,-3.96,-11,-335,335
-8.87,-15.1,-27.4,32.5,8.87,15.1,-752,752
-3.72,-26.6,-143,145,3.72,26.6,-1470,1470
-0.963,6.97,-9.18,11.6,0.963,-6.97,-1770,1770
42.3,15.1,107,116,-42.3,-15.1,114,123
-8.51,24.1,-36.4,44.5,8.51,-24.1,-424,424
11.1,-15.6,18.4,26.6,-11.1,15.6,461,462
31.8,-29.1,-662,664,-31.8,29.1,-307,310
0.297,-40,1190,1190,-0.297,40,414,416
6.91,19.8,-15.3,26,-6.91,-19.8,-349,349
22.1,-14.1,24.9,36.2,-22.1,14.1,-55.3,61.2
6.22,26.3,97.1,101,-6.22,-26.3,-4.7,27.5
-29.1,-27.7,-225,228,29.1,27.7,-655,657
-13,39.3,6.16,41.9,13,-39.3,41.3,58.5
25.6,35.4,251,255,-25.6,-35.4,489,491
5.03,-42.9,1080,1080,-5.03,42.9,572,573
-35.4,10.8,-16.7,40.6,35.4,-10.8,-102,108
-39.9,0.15,189,193,39.9,-0.15,537,538
-39,-6.25,147,152,39,6.25,492,493
34.8,-8.6,49,60.7,-34.8,8.6,233,235
-22.9,-11.1,78.5,82.5,22.9,11.1,875,875
-20.2,-41.7,-129,137,20.2,41.7,-101,111
11.2,-22.7,0.304,25.3,-11.2,22.7,131,134
35.4,13,-570,572,-35.4,-13,-165,169
21.5,9.39,11.5,26.1,-21.5,-9.39,224,225
-5.71,-18.1,-23.5,30.2,5.71,18.1,-547,547
-12.4,14.6,196,197,12.4,-14.6,1.51,19.2
-36.4,7.94,32.9,49.7,36.4,-7.94,-19.4,42
7.12,-29.1,187,189,-7.12,29.1,1220,1220
-0.58,40,-168,172,0.58,-40,-54.1,67.3
47,3.32,456,459,-47,-3.32,478,480
-13.9,-2.09,-1640,1640,13.9,2.09,-43.6,45.8
-16.2,-24.5,-64.9,71.2,16.2,24.5,14.2,32.6
11.7,30.1,-6.64,33,-11.7,-30.1,-120,124
29.3,-21.1,1860,1860,-29.3,21.1,450,452
26.3,-17.5,64.3,71.7,-26.3,17.5,396,397
-22.7,24.8,-51.2,61.2,22.7,-24.8,17,37.7
-14.3,-28.1,-41,51.7,14.3,28.1,29.1,42.9
15.6,17.3,72.1,75.8,-15.6,-17.3,-19.9,30.7
-5.33,-13.8,-147,148,5.33,13.8,9.04,17.3
-9.75,32,-5.36,33.9,9.75,-32,64.5,72.7
21.9,36.5,102,110,-21.9,-36.5,41.3,59.3
-35,-21.6,-426,428,35,21.6,-147,152
-32.6,-3.58,22.9,40,32.6,3.58,175,179
38.6,-6.27,-842,843,-38.6,6.27,-261,263
26.7,-24.9,-80.3,88.2,-26.7,24.9,-329,331
45.6,-0.126,-389,392,-45.6,0.126,-415,418
3.27,44.8,694,696,-3.27,-44.8,941,942
-20.8,21,-68.1,74.2,20.8,-21,-527,527
-11.3,-32,-16.1,37.6,11.3,32,-121,125
16.8,19,-5.43,25.9,-16.8,-19,-174,175
14.2,30.2,-5.75,33.8,-14.2,-30.2,66.1,74
-1.36,-23.6,-60,64.4,1.36,23.6,-809,809
-10.2,-3.65,44,45.4,10.2,3.65,3220,3220
-23.1,28.5,185,189,23.1,-28.5,42.6,56.2
15.7,-2.04,183,184,-15.7,2.04,-5.52,16.8
24.9,-30.9,66.4,77.3,-24.9,30.9,173,178
8,6.38,0.00622,10.2,-8,-6.38,-423,423
13.2,16.1,-2.26,21,-13.2,-16.1,-195,196
31,13.7,-28.6,44.3,-31,-13.7,32.9,47.3
-22.6,-39.2,-0.485,45.2,22.6,39.2,5.56,45.6
-45.2,4.71,-182,188,45.2,-4.71,-194,200
22.4,-4.95,-120,122,-22.4,4.95,-1500,1510
-37.5,15.8,501,502,37.5,-15.8,1330,1330
-27.8,-21.9,-130,135,27.8,21.9,-20.2,40.8
-38.2,-11.8,6.11,40.5,38.2,11.8,60.5,72.5
-18.6,41,-22.8,50.5,18.6,-41,-41.9,61.5
39.2,-24.4,-3.98,46.3,-39.2,24.4,10.8,47.4
-34.8,24.8,-93.3,103,34.8,-24.8,-147,153
41.5,19.2,-1910,1910,-41.5,-19.2,-1300,1300
24.5,-20.3,-1430,1430,-24.5,20.3,-257,259
-22.5,12.8,88.9,92.6,22.5,-12.8,-10.2,27.8
-9.55,22.3,-1010,1010,9.55,-22.3,-57,61.9
20.8,28.4,67.4,76,-20.8,-28.4,320,322
-11.5,-2.38,96.8,97.5,11.5,2.38,-21.7,24.6
-28.8,19.7,49.7,60.7,28.8,-19.7,-14.4,37.7
-18.5,-15.4,-1260,1260,18.5,15.4,-103,106
36.8,-21.1,-65.2,77.8,-36.8,21.1,-163,169
-22.8,40,183,189,22.8,-40,153,160
-7.54,-54.3,-50.5,74.5,7.54,54.3,-141,152
-11.5,27.5,119,122,11.5,-27.5,3.51,30
-4.27,36.1,-107,113,4.27,-36.1,-434,435
-27.5,-17.1,-70.1,77.2,27.5,17.1,2.67,32.5
-28.1,-33.1,-128,135,28.1,33.1,-77.2,88.6
-2.31,27.1,-42,50.1,2.31,-27.1,-313,314
5.09,-14.3,-136,137,-5.09,14.3,-4390,4390
34.5,-29.8,-82,93.8,-34.5,29.8,-88.4,99.4
8.05,-15.3,-169,170,-8.05,15.3,11.3,20.7
-13.1,20.3,-107,110,13.1,-20.3,5.31,24.8
-17.8,28.9,2400,2410,17.8,-28.9,505,506
41,3.76,-1030,1030,-41,-3.76,-255,259
-1.79,-5.69,21.7,22.5,1.79,5.69,-92.2,92.4
17,-41,106,115,-17,41,58.4,73.4
-1.77,20.4,104,106,1.77,-20.4,1390,1390
-8.29,37.6,-17.6,42.3,8.29,-37.6,24.8,45.8
-35.9,-26,-173,178,35.9,26,-249,253
-38.8,21.4,-506,508,38.8,-21.4,-778,779
18.2,-40.5,-19.7,48.6,-18.2,40.5,-3.18,44.6
-36.6,-24.6,-22.9,49.7,36.6,24.6,-55.3,70.7
46,6.4,532,534,-46,-6.4,362,365
16.8,38.7,-55,69.3,-16.8,-38.7,-144,150
39.5,-24.5,114,123,-39.5,24.5,124,133
33.4,13.3,-1890,1890,-33.4,-13.3,-425,427
-39.2,-17.5,99.3,108,39.2,17.5,181,186
-0.802,-5.46,90.5,90.6,0.802,5.46,-23.7,24.3
-8.67,-10.8,-363,363,8.67,10.8,-4.17,14.5
-27.7,14.3,-98.7,103,27.7,-14.3,-617,618
11.5,-9.87,-204,204,-11.5,9.87,6.87,16.7
12.9,-23,-45.7,52.7,-12.9,23,-492,492
36.1,6.66,101,108,-36.1,-6.66,591,592
-45.1,-8.7,79.2,91.5,45.1,8.7,109,118
-34.1,9.66,-18.5,40,34.1,-9.66,44.2,56.6
35.8,25.2,376,378,-35.8,-25.2,167,172
6.25,-3.8,-16.7,18.2,-6.25,3.8,112,112
-42.4,10.6,-6.88,44.3,42.4,-10.6,4.46,44
-21.4,4.29,172,173,21.4,-4.29,-1.41,21.9
-43.3,-12.1,-58.2,73.5,43.3,12.1,-39.3,59.7
-23.7,-39,-198,203,23.7,39,-145,152
-3.14,-41.8,56.1,70,3.14,41.8,155,160
33.5,13.3,352,354,-33.5,-13.3,81.9,89.5
14.5,6.45,-71.8,73.5,-14.5,-6.45,-2330,2330
35.5,-14.2,516,517,-35.5,14.2,135,140
16.2,21,-54.8,60.8,-16.2,-21,-470,471
-51.9,0.117,-46.2,69.5,51.9,-0.117,-106,118
-27.7,-25.8,-479,480,27.7,25.8,-1940,1940
18.2,41.4,1440,1450,-18.2,-41.4,957,958
38.5,22.7,-714,716,-38.5,-22.7,-551,553
1.42,-14.7,282,283,-1.42,14.7,0.947,14.8
24.8,-32,-5.67,40.9,-24.8,32,-63.3,75.2
4.65,25.7,-16.3,30.8,-4.65,-25.7,-252,253
28.2,-6,-117,121,-28.2,6,-0.535,28.8
32.6,-26.9,407,409,-32.6,26.9,204,208
-3.03,-18.9,22.7,29.7,3.03,18.9,553,554
-9.11,-17.6,-212,213,9.11,17.6,-1.64,19.9
21.1,-9.29,-275,276,-21.1,9.29,-11.7,25.9
19.2,-4.79,-148,149,-19.2,4.79,5.41,20.5
0.203,34.6,-339,341,-0.203,-34.6,-915,916
30.1,-16.1,-26.5,43.2,-30.1,16.1,-181,184
34.7,-31.9,81.6,94.3,-34.7,31.9,59.6,76
-38.9,-23.2,-179,185,38.9,23.2,-248,252
25.4,23.8,-191,194,-25.4,-23.8,-888,889
-13.4,1.72,3.65,14,13.4,-1.72,-165,166
-28.1,26.8,877,877,28.1,-26.8,265,268
12.7,-43.3,646,648,-12.7,43.3,598,600
18.8,26.3,20.7,38.4,-18.8,-26.3,-45.6,55.9
14.7,0.367,-194,195,-14.7,-0.367,4.81,15.5
-45.8,-6.05,24.2,52.1,45.8,6.05,26.6,53.3
-4.85,-34.9,-61.8,71.2,4.85,34.9,6.18,35.8
-40.2,17.1,-636,637,40.2,-17.1,-371,374
23,-38.4,-570,572,-23,38.4,-287,291
4.81,32.4,-367,369,-4.81,-32.4,-60.3,68.6
28.8,18.9,-937,938,-28.8,-18.9,-197,200
-26.6,-2.9,134,137,26.6,2.9,2.71,26.9
-17.9,-36,-464,466,17.9,36,-191,195
-28.5,2.11,-13.7,31.7,28.5,-2.11,70.3,75.9
-43.2,-11.3,11.9,46.2,43.2,11.3,30.7,54.2
-44.3,-13.8,-220,225,44.3,13.8,-285,289
-11.9,-3.48,1660,1660,11.9,3.48,30.9,33.3
-12.1,36.5,-154,158,12.1,-36.5,-83.5,92
-14.1,34.4,208,212,14.1,-34.4,812,812
-24.2,24.8,47.8,59.1,24.2,-24.8,213,216
-11.1,34.1,144,148,11.1,-34.1,14.9,38.9
-4.58,-12.6,-32.3,34.9,4.58,12.6,65.1,66.5
-15.5,-9.14,17.3,24.9,15.5,9.14,-92.5,94.3
19.7,-28.7,-187,191,-19.7,28.7,-31.9,47.2
17.1,1.23,-10.7,20.2,-17.1,-1.23,-411,412
-18,1.33,-577,578,18,-1.33,-20.9,27.6
30.1,2,-22,37.3,-30.1,-2,28,41.1
17.7,-27.6,42.3,53.5,-17.7,27.6,251,254
-32.3,-19.3,-117,123,32.3,19.3,-415,417
22.6,21.3,-39.5,50.3,-22.6,-21.3,-272,274
-31.8,-13.7,468,469,31.8,13.7,97,103
-28.9,-18,36,49.6,28.9,18,216,219
-45.3,-2.3,49.8,67.4,45.3,2.3,49.4,67.1
-39.5,-8,6.57,40.9,39.5,8,-38.1,55.4
-23.3,24.4,-81.2,87.9,23.3,-24.4,-2.3,33.9
-23.5,35.9,-76,87.3,23.5,-35.9,-30.8,52.8
-35.5,24,594,595,35.5,-24,317,320
-24.6,7.96,-46.1,52.9,24.6,-7.96,30.2,39.7
-19.5,-33,-94.5,102,19.5,33,-15,41.1
-4.5,-7.77,-1070,1070,4.5,7.77,-8.89,12.6
7.94,-19.6,-33.6,39.7,-7.94,19.6,-638,638
8.4,34.2,-40.3,53.5,-8.4,-34.2,19.9,40.4
5,-46.7,-661,662,-5,46.7,-504,506
43.6,-19.7,-5.49,48.2,-43.6,19.7,-28.2,55.5
7.06,45.7,24.4,52.3,-7.06,-45.7,45.5,64.9
-31.2,20.4,148,153,31.2,-20.4,536,538
27,-36.9,-1510,1520,-27,36.9,-1180,1180
2.21,-44.1,3.17,44.2,-2.21,44.1,-6.09,44.6
-44.3,17.5,30.3,56.5,44.3,-17.5,-15.8,50.2
40.9,2.55,1010,1020,-40.9,-2.55,415,417
17,-19.5,-42.4,49.7,-17,19.5,-476,476
10.8,-28.1,-230,232,-10.8,28.1,-1540,1540
41.7,-2.21,68.3,80.1,-41.7,2.21,18.3,45.6
-7.48,-27.1,-79,83.9,7.48,27.1,10.6,30
35.4,-20.5,461,463,-35.4,20.5,182,187
-3.4,-22.5,57.2,61.5,3.4,22.5,-24.9,33.8
8.73,11.3,1720,1720,-8.73,-11.3,44.3,46.5
2.22,5.75,-340,340,-2.22,-5.75,4.8,7.82
0.546,-24.6,-157,159,-0.546,24.6,-25.7,35.6
-41,19.1,238,243,41,-19.1,186,192
-8.48,-21.4,-173,175,8.48,21.4,-2.39,23.2
28.6,-2.19,-1780,1780,-28.6,2.19,-238,239
21.7,34.3,-37.3,55.1,-21.7,-34.3,-125,131
-16.9,2.69,156,157,16.9,-2.69,-6.94,18.5
7.18,-42.9,185,190,-7.18,42.9,333,336
41.2,14.2,-38.7,58.3,-41.2,-14.2,-82.1,93
-4.97,-4.28,282,282,4.97,4.28,-5.48,8.55
-2.38,-37.7,-95.8,103,2.38,37.7,-20.5,43
-23.3,41.2,48.9,68.1,23.3,-41.2,70,84.5
-33.5,-31.2,87.7,98.9,33.5,31.2,96.7,107
33.2,7.7,454,455,-33.2,-7.7,2240,2240
7.76,-44.2,-101,110,-7.76,44.2,-143,150
-12.9,-38.4,-89.5,98.3,12.9,38.4,-22.6,46.4
41.4,-17,-249,253,-41.4,17,-155,162
-15.1,-11.4,-75.2,77.6,15.1,11.4,21.3,28.5
1.77,29.2,50.3,58.2,-1.77,-29.2,396,397
-32.1,25,41.6,58.2,32.1,-25,131,137
-38,-23.6,147,154,38,23.6,94.8,105
-37.5,5.88,1260,1260,37.5,-5.88,370,372
1.39,32.1,-34,46.8,-1.39,-32.1,30,44
-4.65,-16.5,-344,345,4.65,16.5,-7.48,18.7
16.2,22,72.6,77.5,-16.2,-22,668,668
26,-14.6,10.2,31.5,-26,14.6,42.8,52.1
-25.9,0.167,164,166,25.9,-0.167,5.83,26.5
-23.2,-12.6,-649,649,23.2,12.6,-85.3,89.3
7.39,20.7,-16.7,27.6,-7.39,-20.7,71.2,74.5
-25.2,-25.8,-38.5,52.8,25.2,25.8,50.7,62.2
15.6,-40.3,212,217,-15.6,40.3,104,112
13.4,-32.3,614,615,-13.4,32.3,117,122
-15.6,30.4,-103,108,15.6,-30.4,-621,622
-20.1,-16.5,38.2,46.2,20.1,16.5,441,441
-32.4,-3.55,-526,527,32.4,3.55,-199,201
21.3,35.2,-80.8,90.6,-21.3,-35.2,-33.1,52.8
-31.2,-34.5,-198,203,31.2,34.5,-144,151
10.1,-19.8,-136,138,-10.1,19.8,-1520,1520
-42.2,16.9,13.6,47.4,42.2,-16.9,7.71,46.1
41.8,-14.8,48,65.3,-41.8,14.8,64.8,78.5
-17.1,33.5,71.8,81.1,17.1,-33.5,5.71,38.1
-20.9,-38.3,-241,245,20.9,38.3,-125,132
35.8,-27.9,73.4,86.3,-35.8,27.9,69.9,83.3
-35.6,-27.4,431,433,35.6,27.4,527,528
-15.9,-40,-775,776,15.9,40,-1700,1700
-31.2,-13,-881,882,31.2,13,-3440,3440
23.7,-38.7,186,191,-23.7,38.7,130,137
-18.8,-2.88,-923,923,18.8,2.88,-40,44.3
-4.98,-13.7,24.3,28.3,4.98,13.7,-56.5,58.4
-44.5,0.969,-372,374,44.5,-0.969,-257,260
22.3,-28,79.7,87.4,-22.3,28,357,359
31.6,-6.42,-154,157,-31.6,6.42,-16.2,36.1
33.7,22.3,31.5,51.2,-33.7,-22.3,-12.9,42.4
-0.335,41.2,26.1,48.7,0.335,-41.2,127,133
10.8,21.1,359,360,-10.8,-21.1,23.3,33.2
39.6,-14.5,218,222,-39.6,14.5,350,353
20.2,-33.3,-7.08,39.6,-20.2,33.3,-73.9,83.5
-14.6,-17.9,-192,193,14.6,17.9,-4.71,23.6
20.8,37.9,-252,256,-20.8,-37.9,-127,135
2.37,-21.5,157,158,-2.37,21.5,2740,2740
-45,3.96,-53.3,69.9,45,-3.96,-89.5,100
5.59,-36.5,-207,211,-5.59,36.5,-807,808
-27.4,29.4,472,473,27.4,-29.4,1330,1340
-12.2,-22.7,-77.4,81.6,12.2,22.7,15.5,30.1
-9.86,-9.26,-9.49,16.5,9.86,9.26,134,135
2.37,40.1,35.2,53.4,-2.37,-40.1,130,137
-6.1,-18.5,18.1,26.6,6.1,18.5,-80.4,82.7
37.4,-2.23,26.8,46,-37.4,2.23,-22.5,43.7
25.2,16.7,-25.4,39.5,-25.2,-16.7,-233,235
12.6,41.9,46.8,64.1,-12.6,-41.9,14.9,46.2
-4.1,44.1,352,355,4.1,-44.1,533,535
35.6,3.43,-21.2,41.5,-35.6,-3.43,38.1,52.2
-37.2,-12.6,11.4,40.9,37.2,12.6,2.39,39.4
4.28,31.8,-14.4,35.2,-4.28,-31.8,58.6,66.8
-11.1,-37.2,991,992,11.1,37.2,303,306
21.9,7.62,-108,111,-21.9,-7.62,-1390,1390
-25.2,28,301,304,25.2,-28,71.7,81
-29.8,-5.84,-27.2,40.8,29.8,5.84,-192,195
-7.92,-40.9,-7.7,42.4,7.92,40.9,-55.5,69.4
9.51,37.6,-298,301,-9.51,-37.6,-90.3,98.3
6.52,41.2,32.9,53.1,-6.52,-41.2,115,122
2.77,40.6,1.36,40.7,-2.77,-40.6,46.9,62.1
7.04,-35.1,119,124,-7.04,35.1,319,321
-28.7,-2.18,593,594,28.7,2.18,78.1,83.2
-9.14,38.7,-656,657,9.14,-38.7,-233,237
-36.5,26.9,525,527,36.5,-26.9,484,486
8.63,19.3,229,230,-8.63,-19.3,6.69,22.2
41.4,0.276,17.1,44.7,-41.4,-0.276,-10.5,42.7
17.3,-31.8,-13.6,38.7,-17.3,31.8,45.4,58
26.1,36.3,-284,288,-26.1,-36.3,-239,243
-15.5,29.7,-239,242,15.5,-29.7,-40.4,52.5
25.8,-13.9,706,707,-25.8,13.9,91.7,96.2
-7.6,27.3,321,322,7.6,-27.3,32.8,43.4
-13.4,32.5,-307,309,13.4,-32.5,-1370,1370
19.9,-28.9,84.5,91.5,-19.9,28.9,5.55,35.5
28.2,16.9,-733,734,-28.2,-16.9,-140,144
30.3,7.92,53,61.6,-30.3,-7.92,368,369
