px1,py1,pz1,E1,px2,py2,pz2,E2
16.4,-20.8,261,263,-16.4,20.8,38.1,46.4
37.5,25.5,56.8,72.7,-37.5,-25.5,5.03,45.6
32.3,9.18,-190,193,-32.3,-9.18,-992,992
8.31,15.8,-12.5,21.8,-8.31,-15.8,113,114
2.91,-33.2,-41.5,53.2,-2.91,33.2,-47.3,57.8
-29.6,-33.5,-1010,1010,29.6,33.5,-479,481
7.11,-40.4,774,775,-7.11,40.4,1790,1790
32.5,-5.24,58.5,67.1,-32.5,5.24,348,349
11,12.3,96.1,97.5,-11,-12.3,-14.8,22.2
-3.03,-12.3,-1130,1130,3.03,12.3,-21.1,24.7
36.1,-27.8,-36.7,58.5,-36.1,27.8,-56.6,72.7
-33.9,29.3,162,168,33.9,-29.3,227,231
16.8,-13.8,13.5,25.6,-16.8,13.8,297,297
0.682,-37.6,22.4,43.8,-0.682,37.6,120,126
3.49,9.21,-158,158,-3.49,-9.21,7.88,12.6
14.8,-36.9,-54.8,67.7,-14.8,36.9,-181,186
34.9,18.2,82.2,91.1,-34.9,-18.2,249,252
-41.9,-2.01,-1010,1010,41.9,2.01,-445,447
42.7,11.4,52.4,68.6,-42.7,-11.4,85.5,96.3
-0.819,-30.5,233,235,0.819,30.5,1540,1540
-31.2,12.5,360,361,31.2,-12.5,64.1,72.4
-44.3,3.47,7.96,45.2,44.3,-3.47,38.1,58.6
-18.3,-41.5,18.9,49.1,18.3,41.5,32.7,55.9
5.38,-44.9,-7.62,45.9,-5.38,44.9,4.54,45.4
19.3,23.4,-254,256,-19.3,-23.4,-29.4,42.2
6.89,43.6,83.3,94.3,-6.89,-43.6,70.9,83.5
20.4,30.7,-312,314,-20.4,-30.7,-83.6,91.3
12.8,21.4,-115,118,-12.8,-21.4,4.39,25.4
34.7,24.4,-108,116,-34.7,-24.4,-49.1,64.9
-39.7,22.6,25.7,52.4,39.7,-22.6,29.1,54.1
24.8,11.7,505,506,-24.8,-11.7,49.1,56.3
35.3,14,316,318,-35.3,-14,91.6,99.1
-26.4,-16.7,92.4,97.5,26.4,16.7,-15.2,34.7
-24.1,-12.4,866,866,24.1,12.4,96.3,100
-26,25.8,-324,326,26,-25.8,-76.6,84.9
-15.8,-39.7,263,266,15.8,39.7,319,322
39.5,-20.2,1720,1730,-39.5,20.2,1590,1590
-13.9,28.1,-1.66,31.4,13.9,-28.1,-95.3,100
17.6,-35.2,2.49,39.4,-17.6,35.2,21.4,44.8
-20.2,39.7,-154,161,20.2,-39.7,-133,140
-12.2,-32.5,-3380,3380,12.2,32.5,-765,766
38,-13.9,-690,691,-38,13.9,-200,204
-12.9,12.5,-219,220,12.9,-12.5,-4980,4980
21.6,-7.75,-967,967,-21.6,7.75,-67.6,71.4
-20.8,-4.56,-1530,1530,20.8,4.56,-99.2,101
40.3,-7.47,12.2,42.8,-40.3,7.47,1.98,41.1
1.64,-21.1,-35.9,41.7,-1.64,21.1,-590,590
-44.3,10.3,-223,228,44.3,-10.3,-228,233
13.6,-37.7,403,405,-13.6,37.7,1100,1100
-32.9,-8.42,144,148,32.9,8.42,740,741
34.2,-28.6,-80.3,91.8,-34.2,28.6,-94.9,105
32.2,24,494,496,-32.2,-24,150,156
27.1,29.7,-15.7,43.1,-27.1,-29.7,26.7,48.3
-21,17.1,38.7,47.2,21,-17.1,-34.9,44.2
35.5,8.46,-238,241,-35.5,-8.46,-426,428
-4.02,6.08,6.86,10,4.02,-6.08,1320,1320
-23.3,-38.3,-65.1,79.1,23.3,38.3,-101,111
6.83,-21,-252,253,-6.83,21,-3790,3790
-33.9,24,-202,206,33.9,-24,-533,534
-28.4,-18.6,64,72.4,28.4,18.6,330,332
42.7,-0.936,-77.3,88.3,-42.7,0.936,-172,177
-11.4,-37.8,463,465,11.4,37.8,565,567
23,34.3,-296,298,-23,-34.3,-114,121
-20.2,-20,-5.62,29,20.2,20,102,106
-0.176,-27.9,-73.9,79,0.176,27.9,-683,683
-15.5,-30.3,-562,563,15.5,30.3,-111,116
4.24,-33.1,-78.7,85.5,-4.24,33.1,-271,273
45.3,-1.07,-16.4,48.2,-45.3,1.07,-2.59,45.4
11.2,4.74,-432,433,-11.2,-4.74,-2.5,12.4
16,-13,-1460,1460,-16,13,-86.3,88.7
21.6,34,65.8,77.2,-21.6,-34,228,232
20.1,36.1,11.3,42.8,-20.1,-36.1,-31.3,51.8
23.5,19.2,190,193,-23.5,-19.2,25.4,39.6
-24,38.5,337,340,24,-38.5,521,523
8.53,33,341,343,-8.53,-33,1440,1440
11.5,-22.5,-239,240,-11.5,22.5,-2700,2700
25.9,21.7,-24.1,41.5,-25.9,-21.7,41,53.1
-16.5,-14,-1.58,21.6,16.5,14,-178,180
-20,-5.54,188,189,20,5.54,-4.48,21.2
32.1,-13.4,-1030,1030,-32.1,13.4,-219,221
11,1.65,46.5,47.8,-11,-1.65,-45.7,47
-26.9,34.5,-74.7,86.6,26.9,-34.5,-124,131
37.1,27.4,153,160,-37.1,-27.4,183,188
-9.18,-38.8,-58.2,70.6,9.18,38.8,-185,189
42.9,-17,-1350,1350,-42.9,17,-1270,1270
29.8,9,152,155,-29.8,-9,987,987
-34.6,-8.36,-1030,1040,34.6,8.36,-289,292
-4.99,31.7,-1380,1380,4.99,-31.7,-321,323
5.85,-14.3,18.2,23.9,-5.85,14.3,691,692
9.11,-33,17.8,38.6,-9.11,33,-53.4,63.5
-0.229,24.9,-28.7,38,0.229,-24.9,52.8,58.3
-12.3,-42.2,-589,590,12.3,42.2,-372,375
17.5,3.82,-520,520,-17.5,-3.82,-18.6,25.8
-30.1,-16.3,-494,495,30.1,16.3,-102,108
-16.4,-36,-299,301,16.4,36,-926,927
-10.3,-13.4,-11.8,20.6,10.3,13.4,116,117
-2.34,24.7,34.5,42.5,2.34,-24.7,-42.9,49.6
-25.2,-15.4,-144,147,25.2,15.4,-794,794
-29.9,-23.4,-3740,3740,29.9,23.4,-1100,1100
-3.04,-27.1,19.8,33.7,3.04,27.1,-60.1,66
39.4,17.8,-477,479,-39.4,-17.8,-828,829
17.6,-1.1,-46.2,49.4,-17.6,1.1,41.2,44.8
-0.482,27.9,2550,2560,0.482,-27.9,294,296
-44.1,-5.92,37.1,58,44.1,5.92,12.4,46.2
1.56,-40.1,1080,1080,-1.56,40.1,402,404
27.3,4.33,-46.5,54.1,-27.3,-4.33,-411,412
0.324,-17.2,25.4,30.7,-0.324,17.2,-81,82.8
4.29,-13.8,-19.2,24,-4.29,13.8,-817,817
13.2,-23.7,334,335,-13.2,23.7,43,50.9
-31.4,5.76,-16.2,35.8,31.4,-5.76,49.3,58.7
-28.4,33.7,-123,131,28.4,-33.7,-231,235
5.48,-33.8,236,238,-5.48,33.8,999,1000
-30.3,20,-705,706,30.3,-20,-165,168
-46.2,5.67,15.9,49.2,46.2,-5.67,-38.6,60.5
-4.37,-28.1,-83.9,88.6,4.37,28.1,6.71,29.2
7.62,-33,33.9,48,-7.62,33,-29.3,44.8
43.2,-9.24,-74.8,86.9,-43.2,9.24,-129,137
11.4,-16.5,-13.9,24.4,-11.4,16.5,-349,350
-11.3,-2.51,-41.8,43.4,11.3,2.51,-2530,2530
25.3,8.34,830,831,-25.3,-8.34,85.5,89.5
-8.51,-28.5,-35.3,46.1,8.51,28.5,-300,301
8.01,37.8,1060,1060,-8.01,-37.8,334,336
-17.9,-32.3,29.3,47.2,17.9,32.3,-17.1,40.7
-21.8,-37.7,-271,274,21.8,37.7,-141,147
-3.27,-37.9,1090,1090,3.27,37.9,366,368
38.7,18.3,-200,205,-38.7,-18.3,-172,178
10.8,-27.4,54.1,61.6,-10.8,27.4,390,391
-4.64,-17,696,696,4.64,17,25,30.6
21.4,-28.7,64.2,73.6,-21.4,28.7,-5.77,36.3
-7.16,-45.7,220,224,7.16,45.7,217,221
-15.5,37.7,117,124,15.5,-37.7,58.2,71.1
16.2,10.2,-8.52,21,-16.2,-10.2,131,132
-38.1,6.14,-210,214,38.1,-6.14,-57.7,69.4
-6.73,38.4,-30.4,49.4,6.73,-38.4,-124,130
28.9,-18.7,22.3,41,-28.9,18.7,145,149
27.5,-2.61,283,284,-27.5,2.61,26.6,38.3
8.79,7.63,-29.7,31.9,-8.79,-7.63,58.4,59.5
-13.6,4.23,16,21.4,13.6,-4.23,737,737
25.6,29,296,299,-25.6,-29,85.3,93.7
-22,21.8,-108,112,22,-21.8,-704,704
7.44,-12.6,-107,108,-7.44,12.6,15.3,21.2
-11.7,-17.6,-1.43,21.2,11.7,17.6,170,172
26.1,-36.5,-398,401,-26.1,36.5,-596,597
17.3,-6.34,85.8,87.8,-17.3,6.34,-17.3,25.3
2.56,24.2,-48,53.8,-2.56,-24.2,37.5,44.7
15.6,-33.4,42.3,56.1,-15.6,33.4,187,191
-24.3,15.4,207,209,24.3,-15.4,19,34.4
5.71,-21.7,-1810,1810,-5.71,21.7,-413,414
-20.7,-15.2,88.6,92.2,20.7,15.2,969,969
1.13,-6.2,-6.5,9.05,-1.13,6.2,-1610,1610
-36.1,5.8,-584,586,36.1,-5.8,-146,150
-37.5,-17.4,423,425,37.5,17.4,279,282
29.4,31.1,1040,1040,-29.4,-31.1,2210,2210
0.339,14.6,-559,559,-0.339,-14.6,-11.4,18.6
-7.47,-26.4,8.5,28.7,7.47,26.4,-87.9,92.1
-27.7,-36.4,820,822,27.7,36.4,914,916
-7.14,-2.74,-64.4,64.8,7.14,2.74,28,29
18.4,-25.4,54.2,62.7,-18.4,25.4,-17,35.7
-24.5,19.9,311,313,24.5,-19.9,2170,2170
-27.1,23.1,-45.5,57.8,27.1,-23.1,-202,206
0.904,-27.6,-229,231,-0.904,27.6,-18.5,33.3
-0.87,3.57,1.02,3.82,0.87,-3.57,1450,1450
-21.3,-6.28,-56,60.2,21.3,6.28,18.9,29.2
30.6,8.66,-23.8,39.8,-30.6,-8.66,-106,111
-39.4,13.9,10.3,43,39.4,-13.9,-23,47.7
-17,34.3,252,255,17,-34.3,873,874
23.1,-35.8,189,194,-23.1,35.8,110,118
20.2,-20.7,53.2,60.6,-20.2,20.7,-23,37
-18.4,30.2,89.9,96.6,18.4,-30.2,4.33,35.6
17.4,-33.9,50.1,63,-17.4,33.9,-5.68,38.5
-5.02,29.7,57.3,64.7,5.02,-29.7,-19.6,35.9
27,-32,98.7,107,-27,32,250,253
-18.9,-40.2,234,238,18.9,40.2,407,410
-0.02,-19.4,-14.9,24.5,0.02,19.4,-358,358
-4.22,43.1,-1.91,43.3,4.22,-43.1,-39.1,58.3
-31.5,-1.64,97.5,103,31.5,1.64,623,624
22.3,6.22,16.6,28.5,-22.3,-6.22,295,295
24.5,-19,-6.15,31.6,-24.5,19,78.4,84.3
23.3,-16.7,44.6,53,-23.3,16.7,-29.2,40.9
-37.5,2.89,-33.1,50.1,37.5,-2.89,19.9,42.6
-10.3,42.1,159,165,10.3,-42.1,268,271
-14,-37.8,-1280,1280,14,37.8,-486,488
-15.9,8.78,33.4,38,15.9,-8.78,833,833
-30.2,7.06,250,252,30.2,-7.06,1250,1250
-19.9,30.3,82.6,90.1,19.9,-30.3,6.04,36.7
3.08,-4.22,0.16,5.22,-3.08,4.22,784,784
2.59,-42.3,52,67,-2.59,42.3,113,121
-12.8,-21.8,-15.1,29.5,12.8,21.8,-243,244
3.87,-26.1,51.8,58.1,-3.87,26.1,-21.6,34.1
-8.68,43.8,128,136,8.68,-43.8,182,187
-7.99,2.96,-15,17.3,7.99,-2.96,-1790,1790
20.4,-22.5,54.1,62,-20.4,22.5,-17.5,35
-10.6,-13.6,-211,212,10.6,13.6,0.921,17.3
-27,-36.9,-59.7,75.2,27,36.9,-75.2,88
1.32,-39.9,-356,358,-1.32,39.9,-951,952
14.9,-4.94,-2590,2590,-14.9,4.94,-79.9,81.4
34.9,29.6,-0.452,45.7,-34.9,-29.6,-3.87,45.9
28.9,31.3,-90.5,100,-28.9,-31.3,-49.5,65.3
20.3,-24.4,-114,118,-20.3,24.4,-880,881
0.995,-21.6,-11.6,24.5,-0.995,21.6,97.8,100
4.55,-16.5,-542,543,-4.55,16.5,-17.1,24.2
-23.7,32.8,-142,148,23.7,-32.8,-387,389
4.56,-26.9,65.7,71.1,-4.56,26.9,-16.7,31.9
-19.9,-15.6,-78.9,82.8,19.9,15.6,-890,890
-41.3,-9.43,482,484,41.3,9.43,1040,1040
-44.6,6.96,-11,46.4,44.6,-6.96,-16.4,48
49.7,-0.236,-1040,1040,-49.7,0.236,-1230,1230
31.9,32.9,1800,1800,-31.9,-32.9,2230,2230
12.1,-30,68.8,76,-12.1,30,-8.28,33.4
32.2,-27.2,134,140,-32.2,27.2,91.1,100
-41.8,-11.1,-112,120,41.8,11.1,-328,331
15.5,-22.5,-47.1,54.5,-15.5,22.5,30.5,41
34.2,-3.84,-13.6,37,-34.2,3.84,-120,125
26.2,-14.6,-223,225,-26.2,14.6,-24,38.4
25.4,-24.4,-203,206,-25.4,24.4,-926,927
-0.926,2.22,-79,79,0.926,-2.22,25.7,25.8
4.11,-7.08,-28.4,29.5,-4.11,7.08,66.3,66.9
-30.6,7.97,-10.2,33.2,30.6,-7.97,68.1,75.1
-20.3,36,303,305,20.3,-36,124,131
-23.4,31.5,-2.47,39.3,23.4,-31.5,46.7,61
26.8,31.4,23.7,47.6,-26.8,-31.4,-12,43
16.2,39.9,143,149,-16.2,-39.9,310,313
28.6,-34.7,-214,219,-28.6,34.7,-295,299
5.35,-16.4,-62.2,64.6,-5.35,16.4,-1650,1650
-34.9,-27.1,-76,87.9,34.9,27.1,-159,165
-1.05,-22.3,-156,158,1.05,22.3,-2300,2300
-23.2,-38.7,407,410,23.2,38.7,468,470
-10.9,-36,-72.3,81.5,10.9,36,-3.76,37.8
-19.2,7.74,-137,139,19.2,-7.74,-2290,2290
-6.16,21.3,-456,456,6.16,-21.3,-26.9,34.9
32.4,6.48,11,34.9,-32.4,-6.48,-53,62.5
-23.6,5.18,27.8,36.8,23.6,-5.18,379,379
-9.02,24.9,-63.5,68.8,9.02,-24.9,21.7,34.2
-38.1,12.6,192,196,38.1,-12.6,490,492
-8.62,43.5,252,256,8.62,-43.5,155,161
-35,29.6,-52.4,69.7,35,-29.6,-42.3,62.3
1.48,46.2,51.7,69.4,-1.48,-46.2,54.5,71.4
30.9,21.8,-18.9,42.3,-30.9,-21.8,-101,107
26.6,12.9,3020,3020,-26.6,-12.9,391,392
12.7,26.6,-50.6,58.6,-12.7,-26.6,24.6,38.4
20.1,-40.7,-92.5,103,-20.1,40.7,-114,122
-42.8,11.1,398,401,42.8,-11.1,118,126
-37.1,18.5,-316,318,37.1,-18.5,-114,122
-29.9,22,99.5,106,29.9,-22,9.58,38.4
2.28,25.8,1210,1210,-2.28,-25.8,123,126
3.11,-44.4,-19.9,48.7,-3.11,44.4,-3.52,44.6
-14.5,-39,-18.4,45.5,14.5,39,25.4,48.8
-37.5,25.1,-47.2,65.3,37.5,-25.1,-24.2,51.2
11.8,43.9,-137,144,-11.8,-43.9,-205,210
-32.6,29.2,-1470,1470,32.6,-29.2,-574,576
32.3,21,5.92,39,-32.3,-21,69,79
10.7,-17.9,-1480,1480,-10.7,17.9,-80.7,83.4
12.9,40.8,256,260,-12.9,-40.8,523,525
-34.2,1.2,-40.3,52.9,34.2,-1.2,-229,232
-14.2,-42.7,-739,740,14.2,42.7,-881,882
25.7,39.1,309,313,-25.7,-39.1,296,300
-29,-7.21,14.1,33,29,7.21,-65.8,72.2
-28.1,-9.97,557,558,28.1,9.97,75.9,81.6
0.587,12.1,496,496,-0.587,-12.1,4.38,12.9
25,5.68,-12.7,28.6,-25,-5.68,87.6,91.3
-15.7,-36.5,-114,120,15.7,36.5,-215,218
-2.24,21.2,174,175,2.24,-21.2,0.0611,21.3
1.92,-45.7,77.8,90.3,-1.92,45.7,84.1,95.7
-14.6,-40.2,-222,226,14.6,40.2,-576,577
-29,28.3,-388,390,29,-28.3,-482,484
3.32,28.6,48.4,56.3,-3.32,-28.6,253,254
35.1,21.4,44.7,60.8,-35.1,-21.4,147,152
-43.7,-12,-238,242,43.7,12,-231,236
35.8,4.62,95,102,-35.8,-4.62,403,404
-42.9,11.8,-93.9,104,42.9,-11.8,-57.9,73
-11.4,-44,-23.8,51.3,11.4,44,-12.9,47.3
-38.1,23.9,66.3,80.1,38.1,-23.9,46.3,64.5
-4.06,7.34,-8.12,11.7,4.06,-7.34,213,214
-7.85,35.5,987,988,7.85,-35.5,251,254
-16.7,-23.3,-4.54,29,16.7,23.3,-126,129
-8.96,-34,140,144,8.96,34,583,584
1.74,31.5,109,114,-1.74,-31.5,3.16,31.7
-35.5,-28.6,754,755,35.5,28.6,850,851
4.8,8.19,-4.33,10.4,-4.8,-8.19,-676,677
-0.0371,29.6,6.56,30.3,0.0371,-29.6,-89.6,94.3
30.1,-33.9,-148,155,-30.1,33.9,-100,110
2.55,41.7,52.6,67.2,-2.55,-41.7,3.24,41.9
-33.2,-27.5,-756,757,33.2,27.5,-314,317
38.9,8.82,-5.58,40.3,-38.9,-8.82,44.8,60
17.2,33.7,5.75,38.3,-17.2,-33.7,-51.7,64
-14.6,10.5,-1400,1400,14.6,-10.5,-59.4,62.1
-24.3,-24.6,-111,116,24.3,24.6,-11.5,36.5
28,9.45,12.2,31.9,-28,-9.45,-67.9,74
-14.9,-17.2,73,76.4,14.9,17.2,-19.3,29.8
-35.2,10.5,-327,329,35.2,-10.5,-80.6,88.6
9.96,-23.5,-17.8,31.1,-9.96,23.5,68.8,73.4
44.9,-7.63,-19.6,49.6,-44.9,7.63,1.94,45.6
15.7,26.5,-395,396,-15.7,-26.5,-2710,2710
19,41.2,645,647,-19,-41.2,936,938
37.7,16.5,280,283,-37.7,-16.5,108,115
-2.44,49.8,-83.5,97.3,2.44,-49.8,-152,160
45.7,0.959,-419,422,-45.7,-0.959,-485,487
7.63,26.8,-13.5,31,-7.63,-26.8,71.4,76.7
-7.61,41.6,104,112,7.61,-41.6,39.8,58
-7.15,42.9,-569,571,7.15,-42.9,-632,633
-43.8,-12.4,-377,379,43.8,12.4,-372,374
-8.31,-12.8,133,134,8.31,12.8,-10.5,18.6
-3.43,9.03,-4.97,10.9,3.43,-9.03,248,248
-29.7,-22.7,-617,618,29.7,22.7,-151,156
-23,27.3,-400,401,23,-27.3,-1690,1690
-28.1,-18,-11.6,35.3,28.1,18,60.8,69.3
25.5,37.2,-2.05,45.1,-25.5,-37.2,9.05,46
20.2,-6.09,0.722,21.1,-20.2,6.09,-168,169
20.4,37.9,85.9,96.1,-20.4,-37.9,163,168
12.7,-12.3,-67.2,69.5,-12.7,12.3,25.4,31
19.2,-35.4,90.7,99.2,-19.2,35.4,23.7,46.7
-35.7,-17.2,-158,163,35.7,17.2,-394,396
6.58,-45.2,-201,206,-6.58,45.2,-261,265
24.1,26,-72.2,80.4,-24.1,-26,-211,214
-39.2,23.3,21.2,50.3,39.2,-23.3,15.5,48.1
-40.3,4.37,21.9,46.1,40.3,-4.37,-16,43.6
41.7,12.9,981,982,-41.7,-12.9,498,500
-53.5,-1.56,-80.5,96.7,53.5,1.56,-186,194
-16.2,17.8,-46.4,52.3,16.2,-17.8,-614,615
5.4,2.14,96.4,96.6,-5.4,-2.14,-19.1,19.9
15.8,41.6,-692,694,-15.8,-41.6,-478,480
27.7,-11.6,-39.3,49.4,-27.7,11.6,-150,153
-10.6,43.7,-93.6,104,10.6,-43.7,-122,130
20.9,-22.4,-12.7,33.2,-20.9,22.4,-146,149
20.9,-21.5,-230,232,-20.9,21.5,-29.2,41.9
-14.7,26,102,106,14.7,-26,1.59,29.9
33.2,-28,-40.3,59.2,-33.2,28,-122,129
-39.7,0.401,371,373,39.7,-0.401,1050,1050
35.4,27.5,71.5,84.4,-35.4,-27.5,136,143
-28.7,15.3,-34,47.1,28.7,-15.3,-135,139
-30.5,-20,103,110,30.5,20,13.6,38.9
41.5,-13.3,-148,155,-41.5,13.3,-125,132
-30.1,-31.8,270,274,30.1,31.8,145,152
-43.7,7.65,-456,458,43.7,-7.65,-177,182
5.68,44.8,-25.5,51.9,-5.68,-44.8,-47.6,65.6
4.97,-44.9,362,365,-4.97,44.9,366,369
1.99,44.5,-1110,1110,-1.99,-44.5,-1430,1430
-29.1,14.2,42.7,53.6,29.1,-14.2,-25.3,41.1
-26.9,-35.9,-69.2,82.5,26.9,35.9,-87,97.8
-7.87,-14.1,-7.87,18,7.87,14.1,134,135
-42,11.9,198,203,42,-11.9,367,369
-29,-2.56,68.1,74,29,2.56,575,576
-21.1,-26.6,231,234,21.1,26.6,45.9,57.1
12.9,42.9,-2.02,44.8,-12.9,-42.9,-9.8,45.8
-35.3,3.04,147,152,35.3,-3.04,22.8,42.1
-36.4,22,-70.5,82.3,36.4,-22,-36.5,56
-13.1,-31,-13.4,36.2,13.1,31,-124,129
-16.5,22.3,198,200,16.5,-22.3,1610,1610
17.6,-28.4,-47.2,57.8,-17.6,28.4,-306,308
38.4,-13.8,396,398,-38.4,13.8,165,170
-9.73,-39.4,-270,273,9.73,39.4,-737,738
-0.233,16.7,1.11,16.7,0.233,-16.7,-216,217
-10.9,-25.2,-40.3,48.7,10.9,25.2,32.3,42.4
-12.4,40.8,62.5,75.7,12.4,-40.8,18.5,46.5
-37.8,-23.1,-382,385,37.8,23.1,-653,654
2.62,-28.9,-56.7,63.8,-2.62,28.9,11.8,31.4
-25.4,35.2,-26.2,50.7,25.4,-35.2,-1.33,43.4
-0.772,44.9,-984,985,0.772,-44.9,-1230,1230
12.6,-24.3,910,910,-12.6,24.3,106,109
19.2,-40.8,-27.8,53,-19.2,40.8,-18.4,48.7
-21.5,30.9,-23,44.1,21.5,-30.9,26.2,45.9
20,-30.3,-526,527,-20,30.3,-121,126
-10.1,-18.2,-67.1,70.2,10.1,18.2,-1110,1110
-18.6,34.8,31.1,50.2,18.6,-34.8,-24,46.2
1.54,-9.67,21.4,23.6,-1.54,9.67,-89.3,89.9
37,11.8,17,42.3,-37,-11.8,-47,60.9
-5.53,-38.4,163,168,5.53,38.4,532,534
36.9,-15.1,-48.5,62.8,-36.9,15.1,0.147,39.9
-32.3,4.69,831,832,32.3,-4.69,148,151
-22.1,-32.9,325,327,22.1,32.9,105,112
-33.7,27.5,-18.9,47.4,33.7,-27.5,-47.7,64.5
27.4,-33.4,111,119,-27.4,33.4,41.2,59.7
37.7,-31.7,32.1,58.8,-37.7,31.7,82.3,95.9
-27.9,-5.73,-17.4,33.4,27.9,5.73,61.9,68.2
-20.3,9.08,-12.5,25.5,20.3,-9.08,-274,275
17.4,-11.5,-153,155,-17.4,11.5,3.37,21.1
-12.1,-6.63,3.48,14.2,12.1,6.63,317,318
-31.3,-25.1,400,402,31.3,25.1,1030,1030
4,37,-218,221,-4,-37,-51.8,63.8
-2.13,18.2,-108,109,2.13,-18.2,13,22.4
-3.4,-27.1,-41.8,49.9,3.4,27.1,30.3,40.7
-12.4,11.2,38.6,42,12.4,-11.2,-48.4,51.2
-7.73,19.3,803,804,7.73,-19.3,44.8,49.4
-11.6,16.4,-13.6,24.2,11.6,-16.4,-329,330
-10.7,30.9,-13.5,35.4,10.7,-30.9,59.8,68.1
32.8,-8.18,42.8,54.6,-32.8,8.18,-27,43.3
8.68,44.1,185,191,-8.68,-44.1,161,167
-13.9,17.5,-3.18,22.6,13.9,-17.5,-172,173
37.9,6.36,10.9,40,-37.9,-6.36,75.8,85
-17.9,43.1,-17.8,50,17.9,-43.1,-14.6,48.9
42.5,-16.7,-5.15,46,-42.5,16.7,-10.7,47
-19,37.6,-180,185,19,-37.6,-81,91.3
-28.8,22.6,-1530,1530,28.8,-22.6,-3120,3120
-24.6,34.6,429,431,24.6,-34.6,999,1000
-20.9,-14.2,935,936,20.9,14.2,86,89.6
-8.49,10,-66.4,67.7,8.49,-10,28.5,31.4
-4.54,44.5,255,259,4.54,-44.5,311,314
-21.6,-7.18,4170,4170,21.6,7.18,264,265
31.4,14.5,47.7,58.9,-31.4,-14.5,272,274
-12,46.2,198,204,12,-46.2,174,181
4.35,-39.5,-286,288,-4.35,39.5,-83.1,92.1
19.2,1.35,6.87,20.5,-19.2,-1.35,-145,146
44.3,13.3,74.8,87.9,-44.3,-13.3,105,115
-9.83,-27.5,-862,862,9.83,27.5,-110,114
13.4,30.2,14.8,36.2,-13.4,-30.2,-49.1,59.2
3.82,-38,-29.2,48.1,-3.82,38,-124,130
-36.9,1.59,-108,115,36.9,-1.59,-11.1,38.5
-11.6,-8.77,-1990,1990,11.6,8.77,-50.3,52.3
11.8,-22.2,-31.6,40.4,-11.8,22.2,-403,404
-7.22,0.856,-2.53,7.7,7.22,-0.856,-787,787
-27.8,8.7,21.4,36.2,27.8,-8.7,-55,62.2
-12.6,12.2,-79.8,81.7,12.6,-12.2,22.3,28.4
-31,-19.7,-601,602,31,19.7,-155,160
-18.7,-40,60.2,74.6,18.7,40,63.8,77.5
-20.4,4.73,520,520,20.4,-4.73,24.7,32.3
37.6,-12.2,91.4,99.6,-37.6,12.2,17.8,43.4
38.5,-7.68,-866,867,-38.5,7.68,-274,277
39.2,19.2,-101,110,-39.2,-19.2,-193,198
41.4,13.8,-118,125,-41.4,-13.8,-70.2,82.7
9,26.8,-621,621,-9,-26.8,-70.8,76.3
43.7,10.7,-393,396,-43.7,-10.7,-292,296
6.66,-20.9,-195,196,-6.66,20.9,-2970,2970
-45.3,2.01,-21.4,50.2,45.3,-2.01,-9.37,46.3
19.1,-7.81,-20.6,29.1,-19.1,7.81,75.1,77.8
10.1,-21.6,1560,1560,-10.1,21.6,117,120
30.9,-4.17,17.9,36,-30.9,4.17,137,141
1.53,-36.5,184,188,-1.53,36.5,72,80.7
-24.1,9.03,0.771,25.8,24.1,-9.03,-124,126
12.2,-43.5,60.1,75.2,-12.2,43.5,72.6,85.5
32.9,-10.6,-340,341,-32.9,10.6,-64.1,72.8
30.4,28.2,0.145,41.5,-30.4,-28.2,8.16,42.3
-24.7,-42.9,88.6,101,24.7,42.9,92,104
-40.3,14.8,270,274,40.3,-14.8,171,177
22.4,-29.6,116,121,-22.4,29.6,455,457
-11,-37.3,16.2,42.1,11,37.3,-29.6,48.9
-24.1,-9.48,-128,130,24.1,9.48,-0.604,25.9
-22.7,38.3,476,478,22.7,-38.3,255,259
-34.9,-28.4,20.6,49.5,34.9,28.4,12.4,46.7
4.52,44,169,175,-4.52,-44,288,291
33.9,6.71,33.6,48.1,-33.9,-6.71,-26.1,43.3
15.1,21.5,-108,111,-15.1,-21.5,-1070,1070
-17.9,-29,41.5,53.7,17.9,29,-18.5,38.8
10.2,-0.259,-1.74,10.3,-10.2,0.259,346,346
21,-20.2,-577,578,-21,20.2,-3530,3530
-8.95,23.5,-978,978,8.95,-23.5,-80,83.9
-35.7,27.6,38.1,59,35.7,-27.6,56.2,72.1
9.34,13.9,72.9,74.8,-9.34,-13.9,-21.6,27.3
2.58,22.8,-2910,2910,-2.58,-22.8,-210,211
6.88,-2.9,-137,138,-6.88,2.9,13.7,15.6
-34.2,-14.1,-30.5,47.9,34.2,14.1,-128,133
-39.7,-16,259,263,39.7,16,122,129
22.4,-19.2,733,733,-22.4,19.2,96.2,101
16.4,18.2,27.9,37.1,-16.4,-18.2,425,425
33.2,16.9,45.4,58.7,-33.2,-16.9,-2.13,37.3
37.2,-8.07,-8.49,39,-37.2,8.07,40.9,55.9
-7.57,-3.76,-2350,2350,7.57,3.76,-17.1,19.1
1.32,-42.7,-865,867,-1.32,42.7,-386,388
-32.1,3.77,-37.2,49.3,32.1,-3.77,-207,209
-39.4,-18.7,-206,210,39.4,18.7,-258,262
-22.8,-7.96,-19.7,31.2,22.8,7.96,-296,297
20.5,29.1,-309,311,-20.5,-29.1,-1350,1350
14.7,22.5,99.5,103,-14.7,-22.5,-8.27,28.1
